Date,Cash,MCT,DBS,STEng,SIA,SIA_Relative
3/8/2015,1,1.111662,18.068827,2.906621,9.366884,0.988647146
4/8/2015,1,1.119749,18.184998,2.871496,9.241396,0.986603015
5/8/2015,1,1.119749,18.077765,2.862715,9.142796,0.989330616
6/8/2015,1,1.103577,18.158186,2.862715,9.33103,1.020588231
7/8/2015,1,1.103577,18.158186,2.862715,9.33103,1
11/8/2015,1,1.095491,17.630959,2.792464,9.23243,0.989433107
12/8/2015,1,1.067194,16.656921,2.783683,9.142796,0.990291397
13/8/2015,1,1.059117,16.996496,2.836371,9.124869,0.998039221
14/8/2015,1,1.071241,17.21096,2.871496,9.053162,0.992141586
17/8/2015,1,1.059117,16.782028,2.783683,8.972491,0.991089191
18/8/2015,1,1.063156,16.826708,2.722213,9.106943,1.014984913
19/8/2015,1,1.05507,16.719473,2.677587,8.981452,0.986220294
20/8/2015,1,1.046984,16.513943,2.632961,8.936635,0.99501005
21/8/2015,1,1.038898,16.34416,2.606184,8.945598,1.00100295
24/8/2015,1,1.010602,15.772246,2.472305,8.685657,0.970942021
25/8/2015,1,1.051031,15.995651,2.490156,8.721509,1.004127725
26/8/2015,1,1.034859,15.772246,2.543708,8.829073,1.012333187
27/8/2015,1,1.059117,16.165436,2.76684,9.053162,1.025380807
28/8/2015,1,1.083366,16.093945,2.722213,8.972491,0.991089191
31/8/2015,1,1.067194,15.870546,2.740064,8.891817,0.99100874
1/9/2015,1,1.046984,15.611395,2.659736,8.838037,0.993951742
2/9/2015,1,1.042945,15.7365,2.668661,8.802181,0.995942991
3/9/2015,1,1.051031,15.861607,2.668661,8.882854,1.009165115
4/9/2015,1,1.042945,15.638203,2.606184,8.838037,0.994954662
7/9/2015,1,1.022734,15.584587,2.570484,8.829073,0.998985748
8/9/2015,1,1.030812,15.816927,2.650811,9.115906,1.032487329
9/9/2015,1,1.051031,16.049265,2.731138,9.196578,1.008849587
10/9/2015,1,1.067194,15.8348,2.677587,9.02627,0.981481373
14/9/2015,1,1.038898,15.745441,2.61511,8.945598,0.991062532
15/9/2015,1,1.034859,15.629269,2.61511,8.963527,1.002004226
16/9/2015,1,1.030812,15.575651,2.641886,9.214504,1.027999804
17/9/2015,1,1.034859,15.566716,2.686512,9.357921,1.015564267
18/9/2015,1,1.038898,15.48629,2.650811,9.30414,0.99425289
21/9/2015,1,1.042945,15.405864,2.659736,9.45652,1.016377656
22/9/2015,1,1.051031,15.379055,2.606184,9.5103,1.005687082
23/9/2015,1,1.046984,15.102037,2.588334,9.689572,1.018850299
25/9/2015,1,1.042945,14.985868,2.570484,9.5103,0.98149846
28/9/2015,1,1.026773,14.81608,2.534782,9.519265,1.000942662
29/9/2015,1,1.010602,14.628424,2.641886,9.590972,1.007532829
30/9/2015,1,1.014648,14.485445,2.659736,9.590972,1
1/10/2015,1,1.014648,14.539063,2.641886,9.6089,1.001869258
2/10/2015,1,1.018687,14.413955,2.659736,9.599936,0.999067115
5/10/2015,1,1.030812,14.75353,2.677587,9.6089,1.000933756
6/10/2015,1,1.038898,15.11991,2.748989,9.590972,0.99813423
7/10/2015,1,1.05507,15.620333,2.820391,9.537191,0.994392539
8/10/2015,1,1.067194,15.566716,2.820391,9.546155,1.000939899
9/10/2015,1,1.079327,15.807992,2.820391,9.465486,0.991549582
12/10/2015,1,1.079327,15.879478,2.882868,9.84195,1.039772284
13/10/2015,1,1.05507,15.647141,2.811466,9.877807,1.003643282
14/10/2015,1,1.067194,15.575651,2.873943,9.84195,0.996369943
15/10/2015,1,1.059117,15.772246,2.891794,9.868841,1.002732284
16/10/2015,1,1.067194,15.977777,2.847167,9.886768,1.001816525
19/10/2015,1,1.059117,16.004583,2.873943,9.806097,0.991840508
20/10/2015,1,1.063156,15.861607,2.909644,9.832989,1.002742375
21/10/2015,1,1.067194,15.995651,2.91857,9.815062,0.998176851
22/10/2015,1,1.099538,15.906287,2.873943,9.859879,1.004566145
23/10/2015,1,1.127834,16.085012,2.945346,10.003294,1.01454531
26/10/2015,1,1.127834,16.093945,2.963196,9.859879,0.985663223
27/10/2015,1,1.140565,15.8348,2.963196,9.877807,1.001818278
28/10/2015,1,1.136458,15.593526,2.998897,9.877807,1
29/10/2015,1,1.128251,15.48629,2.900719,9.850914,0.997277432
30/10/2015,1,1.124152,15.432674,2.954271,9.680609,0.982711756
2/11/2015,1,1.107739,15.414802,2.981047,9.5103,0.982407202
3/11/2015,1,1.115945,15.727565,2.945346,9.84195,1.034872717
4/11/2015,1,1.132358,15.96884,2.945346,9.877807,1.003643282
5/11/2015,1,1.115945,15.647141,2.945346,9.994331,1.011796546
6/11/2015,1,1.107739,15.548841,2.873943,9.985367,0.999103092
9/11/2015,1,1.095433,15.602459,2.811466,9.752316,0.976660748
11/11/2015,1,1.066715,15.566716,2.76684,9.76128,1.000919166
12/11/2015,1,1.074921,15.405864,2.704363,9.76128,1
13/11/2015,1,1.050301,15.316504,2.659736,9.707498,0.994490272
16/11/2015,1,1.050301,15.316504,2.624035,9.716545,1.00093196
17/11/2015,1,1.0544,15.262886,2.624035,9.589886,0.986964605
18/11/2015,1,1.042095,15.02161,2.570484,9.499416,0.990566103
19/11/2015,1,1.0544,15.191399,2.61511,9.571792,1.007618995
20/11/2015,1,1.058508,15.102037,2.632961,9.680356,1.011342077
23/11/2015,1,1.058508,14.994804,2.632961,9.671309,0.999065427
24/11/2015,1,1.050301,15.110973,2.641886,9.716545,1.00467734
25/11/2015,1,1.042095,14.941187,2.624035,9.607982,0.988826996
26/11/2015,1,1.046194,14.887571,2.61511,9.472275,0.985875598
27/11/2015,1,1.050301,14.833954,2.579409,9.30038,0.981852828
30/11/2015,1,1.062607,14.744593,2.552633,9.191816,0.988326929
1/12/2015,1,1.07902,14.789273,2.552633,9.209909,1.001968381
2/12/2015,1,1.083119,14.851828,2.606184,9.282287,1.00785871
3/12/2015,1,1.091326,14.851828,2.659736,9.381804,1.010721172
4/12/2015,1,1.091326,14.81608,2.624035,9.427038,1.004821461
7/12/2015,1,1.07902,14.932251,2.650811,9.562745,1.014395508
8/12/2015,1,1.07902,14.84289,2.588334,9.933674,1.038788967
9/12/2015,1,1.058508,14.75353,2.606184,9.969864,1.003643164
10/12/2015,1,1.066715,14.708847,2.588334,9.879394,0.990925654
11/12/2015,1,1.066715,14.664168,2.579409,9.942721,1.006410009
14/12/2015,1,1.046194,14.583742,2.606184,9.91558,0.997270264
15/12/2015,1,1.050301,14.583742,2.570484,9.816063,0.989963572
16/12/2015,1,1.074921,14.75353,2.579409,9.770828,0.995391737
17/12/2015,1,1.070814,14.825017,2.641886,9.987957,1.02222217
18/12/2015,1,1.062607,14.592679,2.61511,10.04224,1.005434845
21/12/2015,1,1.050301,14.592679,2.668661,9.960815,0.991891749
22/12/2015,1,1.050301,14.610552,2.695437,10.114617,1.015440704
23/12/2015,1,1.066715,14.780337,2.704363,10.087475,0.997316557
24/12/2015,1,1.062607,14.869699,2.704363,9.997005,0.991031452
28/12/2015,1,1.066715,14.878633,2.677587,10.060333,1.006334697
29/12/2015,1,1.074921,14.941187,2.695437,10.123662,1.006294921
30/12/2015,1,1.066715,14.941187,2.713288,10.150805,1.002681144
31/12/2015,1,1.066715,14.91438,2.686512,10.13271,0.998217383
4/1/2016,1,1.070814,14.547998,2.650811,9.942721,0.981249932
5/1/2016,1,1.074921,14.512254,2.650811,10.060333,1.011828955
6/1/2016,1,1.099532,14.387148,2.659736,9.888439,0.982913687
7/1/2016,1,1.062607,14.029703,2.561558,9.816063,0.992680746
8/1/2016,1,1.050301,14.047575,2.588334,9.960815,1.014746442
11/1/2016,1,1.042095,13.743748,2.588334,9.91558,0.995458705
12/1/2016,1,1.074921,13.734812,2.561558,9.933674,1.001824805
13/1/2016,1,1.066715,13.663321,2.588334,9.997005,1.006375385
14/1/2016,1,1.050301,13.261196,2.570484,10.051288,1.005429926
15/1/2016,1,1.050301,13.082475,2.570484,9.987957,0.993699215
18/1/2016,1,1.046194,12.716093,2.543708,10.10557,1.011775481
19/1/2016,1,1.070814,12.939496,2.606184,10.033192,0.992837811
20/1/2016,1,1.058508,12.590988,2.606184,9.861297,0.982867367
21/1/2016,1,1.050301,12.305034,2.588334,9.807015,0.99449545
22/1/2016,1,1.0544,12.394393,2.61511,9.924628,1.011992742
25/1/2016,1,1.066715,12.644606,2.579409,9.82511,0.989972622
26/1/2016,1,1.07902,12.296097,2.534782,9.906534,1.008287337
27/1/2016,1,1.07902,12.206736,2.508006,9.879394,0.997260394
28/1/2016,1,1.066715,12.099503,2.543708,9.879394,1
29/1/2016,1,1.095433,12.564181,2.561558,9.978909,1.010072986
1/2/2016,1,1.111838,12.313968,2.516932,9.960815,0.998186776
2/2/2016,1,1.100268,12.072694,2.427679,9.879394,0.99182587
3/2/2016,1,1.100268,11.858226,2.418754,9.879394,1
4/2/2016,1,1.125278,11.947587,2.44553,9.788922,0.990842353
5/2/2016,1,1.133614,12.15312,2.46338,10.168898,1.03881694
10/2/2016,1,1.116941,11.956525,2.400903,10.060333,0.989323819
11/2/2016,1,1.141951,11.742059,2.400903,9.960815,0.990107882
12/2/2016,1,1.112778,11.634824,2.400903,9.951769,0.999091841
15/2/2016,1,1.137778,11.983333,2.454455,10.051288,1.010000132
16/2/2016,1,1.179461,12.224607,2.44553,10.141758,1.009000837
17/2/2016,1,1.175288,12.15312,2.44553,10.177945,1.003568119
18/2/2016,1,1.166951,12.412266,2.508006,10.34984,1.016888969
19/2/2016,1,1.166951,12.224607,2.499081,10.386027,1.003496383
22/2/2016,1,1.166951,12.170991,2.499081,10.530781,1.01393738
23/2/2016,1,1.175288,12.233543,2.552633,10.367933,0.984536
24/2/2016,1,1.171124,11.974396,2.472305,10.331746,0.996509719
25/2/2016,1,1.171124,11.929716,2.508006,10.268415,0.993870252
26/2/2016,1,1.171124,12.144183,2.543708,10.431263,1.015859117
29/2/2016,1,1.175288,12.135247,2.668661,10.521734,1.008673063
1/3/2016,1,1.179461,12.367586,2.668661,10.404123,0.98882209
2/3/2016,1,1.175288,12.725029,2.704363,10.295558,0.989565194
3/3/2016,1,1.175288,13.145027,2.757915,10.449357,1.014938384
4/3/2016,1,1.200297,13.725874,2.76684,10.277463,0.983549801
7/3/2016,1,1.179461,13.743748,2.740064,10.196041,0.992077617
8/3/2016,1,1.166951,13.511408,2.686512,10.277463,1.007985649
9/3/2016,1,1.200297,13.609706,2.775765,10.214132,0.993837876
10/3/2016,1,1.179461,13.538217,2.78469,10.241275,1.002657397
11/3/2016,1,1.191961,13.618641,2.775765,10.34984,1.010600731
14/3/2016,1,1.191961,13.743748,2.802541,10.268415,0.992132729
15/3/2016,1,1.200297,13.734812,2.811466,10.322698,1.005286405
16/3/2016,1,1.196125,13.734812,2.847167,10.386027,1.006134927
17/3/2016,1,1.196125,14.065448,2.865018,10.358886,0.997386777
18/3/2016,1,1.208634,14.31566,2.882868,10.413169,1.005240235
21/3/2016,1,1.183625,14.074383,2.882868,10.476499,1.006081722
22/3/2016,1,1.175288,13.895662,2.820391,10.358886,0.988773635
23/3/2016,1,1.187797,13.913534,2.838242,10.404123,1.004366975
24/3/2016,1,1.166951,13.708002,2.847167,10.376981,0.997391227
28/3/2016,1,1.166951,13.556088,2.811466,10.358886,0.998256237
29/3/2016,1,1.175288,13.565027,2.802541,10.259369,0.990393079
30/3/2016,1,1.171124,13.842045,2.873943,10.376981,1.011463863
31/3/2016,1,1.175288,13.743748,2.882868,10.331746,0.995640832
1/4/2016,1,1.162788,13.591834,2.891794,10.34984,1.001751301
4/4/2016,1,1.162788,13.556088,2.93642,10.367933,1.001748143
5/4/2016,1,1.171124,13.448855,2.856093,10.331746,0.996509719
6/4/2016,1,1.166951,13.430983,2.873943,10.295558,0.996497397
7/4/2016,1,1.179461,13.484601,2.882868,10.295558,1
8/4/2016,1,1.175288,13.404176,2.882868,10.241275,0.994727532
11/4/2016,1,1.191961,13.457792,2.873943,10.232228,0.999116614
12/4/2016,1,1.200297,13.475664,2.865018,10.241275,1.000884167
13/4/2016,1,1.204461,13.824173,2.945346,10.31365,1.007066991
14/4/2016,1,1.191961,14.002895,2.927495,10.386027,1.007017593
15/4/2016,1,1.204461,14.074383,2.989972,10.304605,0.992160429
18/4/2016,1,1.200297,14.011831,2.989972,10.367933,1.006145602
19/4/2016,1,1.241971,14.181617,3.043524,10.404123,1.00349057
20/4/2016,1,1.225307,14.21736,3.061375,10.494593,1.008695591
21/4/2016,1,1.237807,14.181617,3.08815,10.494593,1
22/4/2016,1,1.250308,14.128001,3.034599,10.467452,0.997413811
25/4/2016,1,1.241971,14.029703,2.944014,10.367933,0.990492529
26/4/2016,1,1.221134,14.011831,2.953072,10.34984,0.998254908
27/4/2016,1,1.237807,13.940343,2.925896,10.376981,1.002622359
28/4/2016,1,1.250308,13.797363,2.871545,10.376981,1
29/4/2016,1,1.250308,13.654387,2.916838,10.404123,1.002615597
3/5/2016,1,1.267641,13.71694,2.880604,10.304605,0.990434754
4/5/2016,1,1.221159,13.71694,2.771902,10.186993,0.988586462
5/5/2016,1,1.216937,13.680482,2.934955,10.13271,0.994671342
6/5/2016,1,1.216937,13.552882,2.84437,10.087475,0.995535745
9/5/2016,1,1.204263,13.589338,2.907779,10.268415,1.017937095
10/5/2016,1,1.242293,13.489082,2.853428,10.259369,0.999119046
11/5/2016,1,1.221159,13.370598,2.862487,10.539827,1.027336769
12/5/2016,1,1.216937,13.552882,2.835311,10.521734,0.998283368
13/5/2016,1,1.212707,13.607569,2.790019,9.951769,0.945829746
16/5/2016,1,1.225389,13.607569,2.862487,9.770828,0.981818207
17/5/2016,1,1.208485,13.76251,2.898721,9.617028,0.984259266
18/5/2016,1,1.246515,13.735168,2.889663,9.73464,1.012229558
19/5/2016,1,1.200033,13.680482,2.790019,9.598932,0.986059269
20/5/2016,1,1.216937,13.789854,2.862487,9.589886,0.999057603
23/5/2016,1,1.200033,13.862767,2.835311,9.535603,0.994339557
24/5/2016,1,1.208485,13.817196,2.808136,9.499416,0.996205064
25/5/2016,1,1.191581,13.953908,2.826253,9.653215,1.016190364
26/5/2016,1,1.200033,13.963023,2.84437,9.5537,0.989690999
27/5/2016,1,1.195811,14.163537,2.907779,9.607982,1.005681778
30/5/2016,1,1.200033,14.172651,2.889663,9.562745,0.995291727
31/5/2016,1,1.212707,14.12708,2.925896,9.662263,1.010406844
1/6/2016,1,1.212707,14.12708,2.862487,9.662263,1
2/6/2016,1,1.204263,14.117965,2.862487,9.544652,0.9878278
3/6/2016,1,1.212707,14.12708,2.880604,9.635121,1.009478502
6/6/2016,1,1.212707,14.309364,2.889663,9.635121,1
7/6/2016,1,1.216937,14.391392,2.925896,9.562745,0.992488314
8/6/2016,1,1.221159,14.518992,2.898721,9.580839,1.001892135
9/6/2016,1,1.221159,14.49165,2.871545,9.589886,1.000944281
10/6/2016,1,1.221159,14.482535,2.835311,9.562745,0.997169831
13/6/2016,1,1.221159,14.272908,2.898721,9.571792,1.000946067
14/6/2016,1,1.221159,14.254681,2.84437,9.544652,0.997164585
15/6/2016,1,1.225389,14.354936,2.817194,9.51751,0.997156313
16/6/2016,1,1.200033,14.227336,2.799078,9.499416,0.998098872
17/6/2016,1,1.208485,14.218224,2.853428,9.5537,1.005714457
20/6/2016,1,1.246515,14.537222,2.853428,9.589886,1.003787642
21/6/2016,1,1.216937,14.610135,2.826253,9.535603,0.994339557
22/6/2016,1,1.204263,14.573678,2.808136,9.5537,1.001897835
23/6/2016,1,1.225389,14.528106,2.826253,9.544652,0.999052932
24/6/2016,1,1.212707,14.136194,2.753785,9.408946,0.985781986
27/6/2016,1,1.225389,13.908337,2.744727,9.408946,1
28/6/2016,1,1.267641,13.944796,2.799078,9.427038,1.001922851
29/6/2016,1,1.254967,14.154423,2.799078,9.535603,1.011516343
30/6/2016,1,1.250737,14.36405,2.853428,9.644169,1.011385331
1/7/2016,1,1.259189,14.309364,2.826253,9.680356,1.003752215
4/7/2016,1,1.276093,14.382277,2.880604,9.589886,0.990654269
5/7/2016,1,1.233841,14.354936,2.880604,9.707497,1.012264067
7/7/2016,1,1.254967,14.291137,2.907779,9.707497,1
8/7/2016,1,1.250737,14.309364,2.880604,9.716545,1.000932063
11/7/2016,1,1.267641,14.391392,2.971189,9.779876,1.006517852
12/7/2016,1,1.297218,14.446079,3.007423,9.852252,1.007400503
13/7/2016,1,1.292997,14.573678,3.052716,9.870345,1.001836433
14/7/2016,1,1.301449,14.537222,3.034599,9.942721,1.007332672
15/7/2016,1,1.309901,14.692164,3.052716,10.087475,1.014558791
18/7/2016,1,1.280314,14.755963,3.052716,10.024144,0.993721818
19/7/2016,1,1.276093,14.701277,3.043657,9.897487,0.987364806
20/7/2016,1,1.271871,14.792418,3.079891,10.060333,1.016453267
21/7/2016,1,1.263419,14.856218,3.061774,10.015098,0.995503628
22/7/2016,1,1.271871,14.847107,3.061774,10.096521,1.008130025
25/7/2016,1,1.254967,14.801534,3.034599,10.060333,0.996415795
26/7/2016,1,1.267641,14.765079,3.007423,10.13271,1.007194295
27/7/2016,1,1.297218,14.819762,3.052716,10.060333,0.992857094
28/7/2016,1,1.318344,14.473421,2.989306,10.13271,1.007194295
29/7/2016,1,1.339479,14.045051,2.980247,9.933674,0.980357081
1/8/2016,1,1.353671,13.999479,3.034599,9.997005,1.006375385
2/8/2016,1,1.331838,13.808082,2.989306,9.912916,0.991588581
3/8/2016,1,1.340571,13.753397,3.016482,9.847515,0.993402446
4/8/2016,1,1.336204,13.707825,3.034599,9.828831,0.998102669
5/8/2016,1,1.340571,13.516425,3.02554,9.950289,1.012357319
8/8/2016,1,1.327471,13.707825,3.052716,10.127806,1.017840386
10/8/2016,1,1.327471,13.653138,3.107067,10.165178,1.003690039
11/8/2016,1,1.336204,13.625796,3.08895,10.043719,0.988051464
12/8/2016,1,1.331838,13.707825,3.08895,10.062406,1.001860566
15/8/2016,1,1.327471,13.819421,3.02554,10.221236,1.015784495
16/8/2016,1,1.331838,13.772923,3.007423,10.202551,0.998171943
17/8/2016,1,1.344938,13.717124,2.971189,10.043719,0.984432129
18/8/2016,1,1.340571,13.754323,2.980388,10.071747,1.0027906
19/8/2016,1,1.349304,13.847321,3.017182,9.98766,0.9916512
22/8/2016,1,1.353671,13.828721,3.03558,9.98766,1
23/8/2016,1,1.362404,13.949618,3.053977,10.099778,1.011225652
24/8/2016,1,1.349304,14.144913,3.026381,10.025032,0.992599243
25/8/2016,1,1.358038,14.200711,3.007984,10.137149,1.011183705
26/8/2016,1,1.340571,14.042616,2.989587,10.015691,0.988018525
29/8/2016,1,1.340571,13.977517,2.925195,9.950289,0.993470046
30/8/2016,1,1.344938,13.996117,2.96199,9.866204,0.991549492
31/8/2016,1,1.362404,13.940318,2.971189,9.810145,0.994318078
1/9/2016,1,1.366771,13.977517,2.980388,9.922261,1.011428577
2/9/2016,1,1.375505,13.977517,2.998785,9.912916,0.999058178
5/9/2016,1,1.397338,14.182112,3.072375,10.071747,1.016022631
6/9/2016,1,1.401705,14.349507,3.136766,10.137149,1.00649361
7/9/2016,1,1.392971,14.461104,3.145965,9.968975,0.983410128
8/9/2016,1,1.384238,14.461104,3.145965,10.053062,1.008434869
9/9/2016,1,1.392971,14.358807,3.090772,9.931603,0.987918208
13/9/2016,1,1.375505,13.996117,3.026381,9.819489,0.988711389
14/9/2016,1,1.371138,13.977517,3.026381,9.838172,1.001902645
15/9/2016,1,1.371138,13.92172,3.007984,9.800801,0.996201428
16/9/2016,1,1.379871,14.098414,3.03558,9.800801,1
19/9/2016,1,1.362404,14.126312,3.072375,9.85686,1.005719839
20/9/2016,1,1.371138,14.200711,3.026381,9.838172,0.998104062
21/9/2016,1,1.353671,14.135613,3.017182,9.884888,1.004748443
22/9/2016,1,1.379871,14.172811,3.017182,9.875546,0.999054921
23/9/2016,1,1.384238,14.154213,3.03558,9.866204,0.999054027
26/9/2016,1,1.388605,14.135613,3.017182,9.838172,0.997158786
27/9/2016,1,1.388605,14.228611,3.007984,9.922261,1.008547218
28/9/2016,1,1.397338,14.154213,2.989587,9.85686,0.99340866
29/9/2016,1,1.388605,14.396006,3.007984,9.931603,1.007582841
30/9/2016,1,1.397338,14.312308,2.971189,9.819489,0.988711389
3/10/2016,1,1.401705,14.275109,2.980388,9.819489,1
4/10/2016,1,1.384238,14.284408,2.989587,9.810145,0.999048423
5/10/2016,1,1.371138,14.293709,3.007984,9.828831,1.001904763
6/10/2016,1,1.358038,14.312308,2.998785,9.800801,0.997148186
7/10/2016,1,1.349304,14.340207,2.980388,9.782116,0.998093523
10/10/2016,1,1.353671,14.303008,2.980388,9.819489,1.003820544
11/10/2016,1,1.340571,14.293709,2.980388,9.810145,0.999048423
12/10/2016,1,1.323104,14.089114,2.934394,9.641971,0.982857134
13/10/2016,1,1.327471,13.977517,2.915997,9.641971,1
14/10/2016,1,1.331838,13.977517,2.925195,9.557883,0.991278962
17/10/2016,1,1.336204,13.949618,2.925195,9.567226,1.000977518
18/10/2016,1,1.327471,14.005417,2.934394,9.501825,0.993164058
19/10/2016,1,1.353671,14.024016,2.925195,9.511168,1.000983285
20/10/2016,1,1.349304,14.042616,2.943593,9.57657,1.006876337
21/10/2016,1,1.366771,13.977517,2.906798,9.511168,0.993170624
24/10/2016,1,1.353671,14.061214,2.934394,9.698029,1.019646483
25/10/2016,1,1.358038,14.005417,2.934394,9.595256,0.989402692
26/10/2016,1,1.349304,13.903119,2.879202,9.511168,0.991236503
27/10/2016,1,1.362404,13.903119,2.879202,9.511168,1
28/10/2016,1,1.340571,13.856621,2.860804,9.473796,0.996070724
31/10/2016,1,1.336204,13.949618,2.879202,9.464453,0.999013806
1/11/2016,1,1.338935,13.940318,2.860804,9.492483,1.002961608
2/11/2016,1,1.334531,13.958918,2.860804,9.464453,0.997047137
3/11/2016,1,1.321318,13.903119,2.842407,9.445767,0.998025665
4/11/2016,1,1.308104,13.884521,2.805612,9.29628,0.984174181
7/11/2016,1,1.3037,14.070516,2.842407,9.314965,1.002009944
8/11/2016,1,1.338935,14.25651,2.879202,9.286937,0.996991078
9/11/2016,1,1.360957,14.061214,2.824009,9.17482,0.987927451
10/11/2016,1,1.316913,14.591301,2.860804,9.314965,1.015274959
11/11/2016,1,1.277274,15.000488,2.814811,9.211257,0.988866517
14/11/2016,1,1.242039,14.981891,2.851605,9.107547,0.98874095
15/11/2016,1,1.246443,15.195784,2.879202,9.116975,1.001035185
16/11/2016,1,1.250847,15.065589,2.906798,9.05098,0.992761305
17/11/2016,1,1.272869,15.279483,2.943593,9.126404,1.008333241
18/11/2016,1,1.268465,15.34458,3.017182,9.154688,1.00309914
21/11/2016,1,1.23323,15.32598,2.952791,9.069835,0.990731197
22/11/2016,1,1.23323,15.353881,3.007984,9.05098,0.997921131
23/11/2016,1,1.242039,15.586373,3.007984,9.126404,1.008333241
24/11/2016,1,1.255252,15.623572,3.007984,9.1924,1.007231326
25/11/2016,1,1.272869,15.856065,3.026381,9.23954,1.005128149
28/11/2016,1,1.259656,16.135059,3.03558,9.23954,1
29/11/2016,1,1.264061,16.135059,3.044779,9.296108,1.006122383
30/11/2016,1,1.272869,16.321054,3.10917,9.428103,1.014198953
1/12/2016,1,1.246443,16.609348,3.072375,9.248969,0.980999995
2/12/2016,1,1.246443,16.637243,3.081574,9.116975,0.985728788
5/12/2016,1,1.255252,16.711641,3.090772,9.23954,1.013443604
6/12/2016,1,1.259656,16.888336,3.10917,9.173543,0.992857112
7/12/2016,1,1.268465,17.037134,3.090772,9.164116,0.998972371
8/12/2016,1,1.286083,16.869738,3.090772,9.173543,1.001028686
9/12/2016,1,1.277274,16.581446,3.10917,9.201829,1.003083432
12/12/2016,1,1.268465,16.432648,3.127568,9.23954,1.004098207
13/12/2016,1,1.250847,16.553547,3.136766,9.23954,1
14/12/2016,1,1.259656,16.702341,3.136766,9.201829,0.99591852
15/12/2016,1,1.242039,16.674444,3.081574,9.173543,0.996926046
16/12/2016,1,1.237634,16.767441,3.072375,9.230113,1.006166647
19/12/2016,1,1.228825,16.46055,3.044779,9.211257,0.997957121
20/12/2016,1,1.224421,16.321054,3.03558,9.201829,0.99897647
21/12/2016,1,1.228825,16.386154,3.017182,9.1924,0.998975312
22/12/2016,1,1.220017,16.172256,2.952791,9.182971,0.998974261
23/12/2016,1,1.215612,16.172256,2.952791,9.135831,0.994866585
27/12/2016,1,1.228825,16.218756,2.989587,9.182971,1.005159903
28/12/2016,1,1.228825,16.246655,2.998785,9.135831,0.994866585
29/12/2016,1,1.215612,16.162958,2.96199,9.126404,0.998968129
30/12/2016,1,1.228825,16.125757,2.971189,9.116975,0.998966844
3/1/2017,1,1.237634,16.107159,3.026381,9.14526,1.003102454
4/1/2017,1,1.246443,16.293156,3.03558,9.173543,1.00309264
5/1/2017,1,1.259656,16.553547,3.017182,9.1924,1.002055585
6/1/2017,1,1.277274,16.432648,3.026381,9.230113,1.004102628
9/1/2017,1,1.281678,16.600046,3.03558,9.267824,1.004085649
10/1/2017,1,1.290487,16.730242,3.090772,9.296108,1.003051849
11/1/2017,1,1.294891,16.776743,3.090772,9.277254,0.997971839
12/1/2017,1,1.286083,16.851139,3.072375,9.201829,0.9918699
13/1/2017,1,1.290487,17.027832,3.072375,9.277254,1.00819674
16/1/2017,1,1.286083,17.037134,3.053977,9.296108,1.002032282
17/1/2017,1,1.294891,17.065033,3.099971,9.314966,1.002028591
18/1/2017,1,1.286083,16.925535,3.136766,9.352677,1.004048431
19/1/2017,1,1.281678,16.999933,3.118369,9.343248,0.998991839
20/1/2017,1,1.281678,16.990635,3.026381,9.352677,1.001009178
23/1/2017,1,1.294891,17.055733,3.044779,9.343248,0.998991839
24/1/2017,1,1.312509,17.353325,3.026381,9.446959,1.011100101
25/1/2017,1,1.3037,17.53002,3.03558,9.465815,1.001995986
26/1/2017,1,1.325722,17.697416,3.072375,9.409245,0.994023758
27/1/2017,1,1.347744,17.827612,3.072375,9.465815,1.006012172
31/1/2017,1,1.347744,17.641615,3.03558,9.333821,0.986055717
1/2/2017,1,1.354719,17.557919,3.03558,9.484672,1.016161763
2/2/2017,1,1.350248,17.464922,3.026381,9.371534,0.988071491
3/2/2017,1,1.341306,17.353325,3.053977,9.390389,1.002011944
6/2/2017,1,1.332364,17.604418,3.072375,9.248969,0.984939921
7/2/2017,1,1.363661,17.539322,3.099971,9.164116,0.99082568
8/2/2017,1,1.35919,17.483521,3.063176,9.23954,1.008230363
9/2/2017,1,1.363661,17.502121,3.090772,9.371534,1.014285776
10/2/2017,1,1.363661,17.641615,3.136766,9.277254,0.989939747
13/2/2017,1,1.368132,17.585817,3.145965,9.305537,1.003048639
14/2/2017,1,1.354719,16.981335,3.127568,9.277254,0.996960627
15/2/2017,1,1.35919,16.953436,3.118369,9.314966,1.004064996
16/2/2017,1,1.350248,17.241728,3.127568,9.267824,0.994939112
17/2/2017,1,1.341306,17.297527,3.329939,9.277254,1.001017499
20/2/2017,1,1.336835,17.204529,3.329939,9.286681,1.001016141
21/2/2017,1,1.341306,17.16733,3.375933,9.314966,1.00304576
22/2/2017,1,1.354719,17.437023,3.403529,9.352677,1.004048431
23/2/2017,1,1.345777,17.567219,3.403529,9.343248,0.998991839
24/2/2017,1,1.341306,17.548618,3.394331,9.296108,0.994954645
27/2/2017,1,1.336835,17.492821,3.394331,9.333821,1.004056859
28/2/2017,1,1.341306,17.418421,3.385132,9.380962,1.005050558
1/3/2017,1,1.341306,17.502121,3.403529,9.352677,0.996984851
2/3/2017,1,1.327893,17.697416,3.403529,9.399818,1.005040375
3/3/2017,1,1.332364,17.678816,3.366734,9.352677,0.994984903
6/3/2017,1,1.323422,17.725315,3.348337,9.333821,0.997983893
7/3/2017,1,1.323422,17.753214,3.366734,9.380962,1.005050558
